2015-08-25 14:26:49,686,L133|queue size:0                                                                    
2015-09-16 13:54:32,110,L69|check path: /data/www/zhangyecms/public/upload/2015-09-07/upload_1401349c90a606587f26444084e9f261.wmv
2015-09-16 13:54:32,212,L428|add outfile with name_append:/data/www/zhangyecms/public/outfiles//2015-09-07/upload_1401349c90a606587f26444084e9f261_352_500k.m3u8
2015-09-16 13:54:32,212,L69|check path: /data/www/zhangyecms/public/outfiles//2015-09-07/upload_1401349c90a606587f26444084e9f261_352_500k.m3u8
2015-09-16 13:54:32,313,L450|[TRANSCODE_SKIPED] |/data/www/zhangyecms/public/upload/2015-09-07/upload_1401349c90a606587f26444084e9f261.wmv|outfiles exist and duration match ok
2015-09-16 13:54:32,314,L403|thread_1 begin to process input:/data/www/zhangyecms/public/upload/2015-09-07/upload_bab1d43214fe716eb083a2b6e3e265a6.wmv
2015-09-16 13:54:32,314,L69|check path: /data/www/zhangyecms/public/upload/2015-09-07/upload_bab1d43214fe716eb083a2b6e3e265a6.wmv
2015-09-16 13:54:32,417,L428|add outfile with name_append:/data/www/zhangyecms/public/outfiles//2015-09-07/upload_bab1d43214fe716eb083a2b6e3e265a6_352_500k.m3u8
2015-09-16 13:54:32,418,L69|check path: /data/www/zhangyecms/public/outfiles//2015-09-07/upload_bab1d43214fe716eb083a2b6e3e265a6_352_500k.m3u8
2015-09-16 13:54:32,519,L450|[TRANSCODE_SKIPED] |/data/www/zhangyecms/public/upload/2015-09-07/upload_bab1d43214fe716eb083a2b6e3e265a6.wmv|outfiles exist and duration match ok
2015-09-16 13:54:32,519,L403|thread_1 begin to process input:/data/www/zhangyecms/public/upload/2015-09-07/upload_b678797cd175a685e7037b92272f5161.wmv
2015-09-16 13:54:32,519,L69|check path: /data/www/zhangyecms/public/upload/2015-09-07/upload_b678797cd175a685e7037b92272f5161.wmv
2015-09-16 13:54:32,620,L428|add outfile with name_append:/data/www/zhangyecms/public/outfiles//2015-09-07/upload_b678797cd175a685e7037b92272f5161_352_500k.m3u8
2015-09-16 13:54:32,621,L69|check path: /data/www/zhangyecms/public/outfiles//2015-09-07/upload_b678797cd175a685e7037b92272f5161_352_500k.m3u8
2015-09-16 13:54:32,722,L450|[TRANSCODE_SKIPED] |/data/www/zhangyecms/public/upload/2015-09-07/upload_b678797cd175a685e7037b92272f5161.wmv|outfiles exist and duration match ok
2015-09-16 13:54:32,722,L403|thread_1 begin to process input:/data/www/zhangyecms/public/upload/2015-09-07/upload_4f926a53bc5a0a1bbd914c8c0a587b3a.wmv
2015-09-16 13:54:32,723,L69|check path: /data/www/zhangyecms/public/upload/2015-09-07/upload_4f926a53bc5a0a1bbd914c8c0a587b3a.wmv
2015-09-16 13:54:32,825,L428|add outfile with name_append:/data/www/zhangyecms/public/outfiles//2015-09-07/upload_4f926a53bc5a0a1bbd914c8c0a587b3a_352_500k.m3u8
2015-09-16 13:54:32,826,L69|check path: /data/www/zhangyecms/public/outfiles//2015-09-07/upload_4f926a53bc5a0a1bbd914c8c0a587b3a_352_500k.m3u8
2015-09-16 13:54:32,927,L450|[TRANSCODE_SKIPED] |/data/www/zhangyecms/public/upload/2015-09-07/upload_4f926a53bc5a0a1bbd914c8c0a587b3a.wmv|outfiles exist and duration match ok
2015-09-16 13:54:32,927,L403|thread_1 begin to process input:/data/www/zhangyecms/public/upload/2015-09-07/upload_542c232da9c869971eac77e700768712.wmv
2015-09-16 13:54:32,927,L69|check path: /data/www/zhangyecms/public/upload/2015-09-07/upload_542c232da9c869971eac77e700768712.wmv
2015-09-16 13:54:33,029,L428|add outfile with name_append:/data/www/zhangyecms/public/outfiles//2015-09-07/upload_542c232da9c869971eac77e700768712_352_500k.m3u8
2015-09-16 13:54:33,029,L69|check path: /data/www/zhangyecms/public/outfiles//2015-09-07/upload_542c232da9c869971eac77e700768712_352_500k.m3u8
2015-09-16 13:54:33,132,L450|[TRANSCODE_SKIPED] |/data/www/zhangyecms/public/upload/2015-09-07/upload_542c232da9c869971eac77e700768712.wmv|outfiles exist and duration match ok
2015-09-16 13:54:33,133,L403|thread_1 begin to process input:/data/www/zhangyecms/public/upload/2015-09-11/upload_ab63df8035f5d00329f926426c9cb9d4.wmv
2015-09-16 13:54:33,133,L69|check path: /data/www/zhangyecms/public/upload/2015-09-11/upload_ab63df8035f5d00329f926426c9cb9d4.wmv
2015-09-16 13:54:33,234,L428|add outfile with name_append:/data/www/zhangyecms/public/outfiles//2015-09-11/upload_ab63df8035f5d00329f926426c9cb9d4_352_500k.m3u8
2015-09-16 13:54:33,235,L69|check path: /data/www/zhangyecms/public/outfiles//2015-09-11/upload_ab63df8035f5d00329f926426c9cb9d4_352_500k.m3u8
2015-09-16 13:54:33,337,L450|[TRANSCODE_SKIPED] |/data/www/zhangyecms/public/upload/2015-09-11/upload_ab63df8035f5d00329f926426c9cb9d4.wmv|outfiles exist and duration match ok
2015-09-16 13:54:33,337,L403|thread_1 begin to process input:/data/www/zhangyecms/public/upload/2015-09-11/upload_18d7040129920a689b69ac48dadc319e.wmv
2015-09-16 13:54:33,338,L69|check path: /data/www/zhangyecms/public/upload/2015-09-11/upload_18d7040129920a689b69ac48dadc319e.wmv
2015-09-16 13:54:33,441,L428|add outfile with name_append:/data/www/zhangyecms/public/outfiles//2015-09-11/upload_18d7040129920a689b69ac48dadc319e_352_500k.m3u8
2015-09-16 13:54:33,441,L69|check path: /data/www/zhangyecms/public/outfiles//2015-09-11/upload_18d7040129920a689b69ac48dadc319e_352_500k.m3u8
2015-09-16 13:54:33,543,L450|[TRANSCODE_SKIPED] |/data/www/zhangyecms/public/upload/2015-09-11/upload_18d7040129920a689b69ac48dadc319e.wmv|outfiles exist and duration match ok
2015-09-16 13:54:33,544,L403|thread_1 begin to process input:/data/www/zhangyecms/public/upload/2015-09-11/upload_7c1c2e9694b787bd883ea61ac74a3278.wmv
2015-09-16 13:54:33,545,L69|check path: /data/www/zhangyecms/public/upload/2015-09-11/upload_7c1c2e9694b787bd883ea61ac74a3278.wmv
2015-09-16 13:54:33,646,L428|add outfile with name_append:/data/www/zhangyecms/public/outfiles//2015-09-11/upload_7c1c2e9694b787bd883ea61ac74a3278_352_500k.m3u8
2015-09-16 13:54:33,646,L69|check path: /data/www/zhangyecms/public/outfiles//2015-09-11/upload_7c1c2e9694b787bd883ea61ac74a3278_352_500k.m3u8
2015-09-16 13:54:33,750,L450|[TRANSCODE_SKIPED] |/data/www/zhangyecms/public/upload/2015-09-11/upload_7c1c2e9694b787bd883ea61ac74a3278.wmv|outfiles exist and duration match ok
2015-09-16 13:54:33,750,L403|thread_1 begin to process input:/data/www/zhangyecms/public/upload/2015-09-11/upload_99697bbd1ed1681a2c22ea7d3bafeadd.wmv
2015-09-16 13:54:33,750,L69|check path: /data/www/zhangyecms/public/upload/2015-09-11/upload_99697bbd1ed1681a2c22ea7d3bafeadd.wmv
2015-09-16 13:54:33,853,L428|add outfile with name_append:/data/www/zhangyecms/public/outfiles//2015-09-11/upload_99697bbd1ed1681a2c22ea7d3bafeadd_352_500k.m3u8
2015-09-16 13:54:33,853,L69|check path: /data/www/zhangyecms/public/outfiles//2015-09-11/upload_99697bbd1ed1681a2c22ea7d3bafeadd_352_500k.m3u8
2015-09-16 13:54:33,954,L450|[TRANSCODE_SKIPED] |/data/www/zhangyecms/public/upload/2015-09-11/upload_99697bbd1ed1681a2c22ea7d3bafeadd.wmv|outfiles exist and duration match ok
2015-09-16 13:54:33,955,L403|thread_1 begin to process input:/data/www/zhangyecms/public/upload/2015-09-11/upload_4bce305b5249ce56304f5a067040e299.mpg
2015-09-16 13:54:33,955,L69|check path: /data/www/zhangyecms/public/upload/2015-09-11/upload_4bce305b5249ce56304f5a067040e299.mpg
2015-09-16 13:54:34,058,L428|add outfile with name_append:/data/www/zhangyecms/public/outfiles//2015-09-11/upload_4bce305b5249ce56304f5a067040e299_352_500k.m3u8
2015-09-16 13:54:34,058,L69|check path: /data/www/zhangyecms/public/outfiles//2015-09-11/upload_4bce305b5249ce56304f5a067040e299_352_500k.m3u8
2015-09-16 13:54:34,159,L450|[TRANSCODE_SKIPED] |/data/www/zhangyecms/public/upload/2015-09-11/upload_4bce305b5249ce56304f5a067040e299.mpg|outfiles exist and duration match ok
2015-09-16 13:54:34,160,L403|thread_1 begin to process input:/data/www/zhangyecms/public/upload/2015-09-11/upload_4101cd7723dbc2d75d30266e03b89565.wmv
2015-09-16 13:54:34,160,L69|check path: /data/www/zhangyecms/public/upload/2015-09-11/upload_4101cd7723dbc2d75d30266e03b89565.wmv
2015-09-16 13:54:34,261,L428|add outfile with name_append:/data/www/zhangyecms/public/outfiles//2015-09-11/upload_4101cd7723dbc2d75d30266e03b89565_352_500k.m3u8
2015-09-16 13:54:34,262,L69|check path: /data/www/zhangyecms/public/outfiles//2015-09-11/upload_4101cd7723dbc2d75d30266e03b89565_352_500k.m3u8
2015-09-16 13:54:34,364,L450|[TRANSCODE_SKIPED] |/data/www/zhangyecms/public/upload/2015-09-11/upload_4101cd7723dbc2d75d30266e03b89565.wmv|outfiles exist and duration match ok
2015-09-16 13:54:57,242,L133|queue size:0                                                                    
2015-09-16 13:55:27,273,L133|queue size:0                                                                    
2015-09-16 13:55:57,303,L133|queue size:0                                                                    
2015-09-16 13:56:27,334,L133|queue size:0                                                                    
2015-09-16 13:56:38,596,L347|fferr_0 frame=22582 fps=174 q=-1.0 Lsize=N/A time=00:15:03.29 bitrate=N/A dup=437 drop=0
2015-09-16 13:56:38,597,L347|fferr_0 video:21736kB audio:5568kB subtitle:0 data:0 global headers:0kB muxing overhead -100.000076%
2015-09-16 13:56:38,597,L347|fferr_0 [libx264 @ 0x255f480] frame I:226   Avg QP:19.57  size: 20313           
2015-09-16 13:56:38,597,L347|fferr_0 [libx264 @ 0x255f480] frame P:8058  Avg QP:23.26  size:  1933           
2015-09-16 13:56:38,597,L347|fferr_0 [libx264 @ 0x255f480] frame B:14298 Avg QP:26.37  size:   146           
2015-09-16 13:56:38,597,L347|fferr_0 [libx264 @ 0x255f480] consecutive B-frames: 12.8% 14.7% 16.0% 16.1% 14.3% 26.1%  0.1%  0.0%  0.0%  0.0%  0.0%  0.0%  0.0%  0.0%  0.0%  0.0%  0.0%
2015-09-16 13:56:38,598,L347|fferr_0 [libx264 @ 0x255f480] mb I  I16..4: 16.9%  0.0% 83.1%                   
2015-09-16 13:56:38,598,L347|fferr_0 [libx264 @ 0x255f480] mb P  I16..4:  1.0%  0.0%  2.3%  P16..4: 29.3% 14.2% 10.7%  0.0%  0.0%    skip:42.4%
2015-09-16 13:56:38,598,L347|fferr_0 [libx264 @ 0x255f480] mb B  I16..4:  0.0%  0.0%  0.0%  B16..8: 20.6%  1.2%  0.2%  direct: 0.4%  skip:77.5%  L0:36.4% L1:59.3% BI: 4.3%
2015-09-16 13:56:38,598,L347|fferr_0 [libx264 @ 0x255f480] coded y,uvDC,uvAC intra: 74.3% 86.5% 65.4% inter: 6.5% 6.6% 1.1%
2015-09-16 13:56:38,598,L347|fferr_0 [libx264 @ 0x255f480] i16 v,h,dc,p: 22% 40% 15% 23%                     
2015-09-16 13:56:38,599,L347|fferr_0 [libx264 @ 0x255f480] i4 v,h,dc,ddl,ddr,vr,hd,vl,hu: 25% 24% 12%  6%  6%  7%  7%  7%  7%
2015-09-16 13:56:38,599,L347|fferr_0 [libx264 @ 0x255f480] i8c dc,h,v,p: 42% 32% 19%  6%                     
2015-09-16 13:56:38,599,L347|fferr_0 [libx264 @ 0x255f480] Weighted P-Frames: Y:0.6% UV:0.5%                 
2015-09-16 13:56:38,599,L347|fferr_0 [libx264 @ 0x255f480] ref P L0: 66.1% 11.9% 11.2%  4.0%  3.0%  2.8%  1.1%  0.0%
2015-09-16 13:56:38,599,L347|fferr_0 [libx264 @ 0x255f480] ref B L0: 81.6%  9.4%  6.0%  2.0%  1.0%           
2015-09-16 13:56:38,599,L347|fferr_0 [libx264 @ 0x255f480] ref B L1: 91.5%  8.5%                             
2015-09-16 13:56:38,600,L347|fferr_0 [libx264 @ 0x255f480] kb/s:197.12                                       
2015-09-16 13:56:38,607,L353|task_0 ======== ffmpeg progress exited (ret:0)(/data/www/zhangyecms/public/upload/2015-09-16/upload_278bdc8581cbc2c104454b4dde6dd723.wmv) ========
2015-09-16 13:56:38,608,L69|check path: /data/www/zhangyecms/public/outfiles//2015-09-16/upload_278bdc8581cbc2c104454b4dde6dd723_352_500k.m3u8
2015-09-16 13:56:38,709,L277|[TRANSCODE_OK] |/data/www/zhangyecms/public/upload/2015-09-16/upload_278bdc8581cbc2c104454b4dde6dd723.wmv
2015-09-16 13:56:38,719,L347|fferr_0 ffmpeg version 2.2 Copyright (c) 2000-2014 the FFmpeg developers        
2015-09-16 13:56:38,719,L347|fferr_0   built on Aug  1 2014 15:47:15 with gcc 4.4.7 (GCC) 20120313 (Red Hat 4.4.7-4)
2015-09-16 13:56:38,719,L347|fferr_0   configuration: --enable-gpl --enable-version3 --enable-nonfree --enable-shared --disable-static --enable-runtime-cpudetect --prefix=/root/transcode_build/build/../3rdparty --extra-cflags='-I/root/transcode_build/build/../3rdparty/include -fPIC -D_LARGEFILE64_SOURCE -D_FILE_OFFSET_BITS=64' --extra-ldflags=-L/root/transcode_build/build/../3rdparty/lib --enable-libx264 --enable-libx265 --enable-libfaac --enable-decoder=png --enable-encoder=png --enable-libfreetype --disable-outdevs --disable-ffplay --disable-ffprobe --disable-ffserver --disable-doc --disable-htmlpages --disable-manpages --disable-podpages --disable-txtpages --disable-stripping
2015-09-16 13:56:38,720,L347|fferr_0   libavutil      52. 66.100 / 52. 66.100                                
2015-09-16 13:56:38,720,L347|fferr_0   libavcodec     55. 52.102 / 55. 52.102                                
2015-09-16 13:56:38,720,L347|fferr_0   libavformat    55. 33.100 / 55. 33.100                                
2015-09-16 13:56:38,720,L347|fferr_0   libavdevice    55. 10.100 / 55. 10.100                                
2015-09-16 13:56:38,720,L347|fferr_0   libavfilter     4.  2.100 /  4.  2.100                                
2015-09-16 13:56:38,720,L347|fferr_0   libswscale      2.  5.102 /  2.  5.102                                
2015-09-16 13:56:38,721,L347|fferr_0   libswresample   0. 18.100 /  0. 18.100                                
2015-09-16 13:56:38,721,L347|fferr_0   libpostproc    52.  3.100 / 52.  3.100                                
2015-09-16 13:56:38,722,L347|fferr_0 [wmv3 @ 0x1cd4e20] Extra data: 8 bits left, value: 0                    
2015-09-16 13:56:38,724,L347|fferr_0 Guessed Channel Layout for  Input Stream #0.1 : stereo                  
2015-09-16 13:56:38,725,L347|fferr_0 Input #0, asf, from '/data/www/zhangyecms/public/upload/2015-09-16/upload_278bdc8581cbc2c104454b4dde6dd723.wmv':
2015-09-16 13:56:38,725,L347|fferr_0   Metadata:                                                             
2015-09-16 13:56:38,725,L347|fferr_0     WMFSDKVersion   : 11.0.5721.5275                                    
2015-09-16 13:56:38,725,L347|fferr_0     WMFSDKNeeded    : 0.0.0.0000                                        
2015-09-16 13:56:38,725,L347|fferr_0     IsVBR           : 0                                                 
2015-09-16 13:56:38,725,L347|fferr_0     DeviceConformanceTemplate: L2                                       
2015-09-16 13:56:38,726,L347|fferr_0   Duration: 00:15:03.30, start: 0.000000, bitrate: 650 kb/s             
2015-09-16 13:56:38,726,L347|fferr_0     Stream #0:0(chi): Video: wmv3 (Main) (WMV3 / 0x33564D57), yuv420p, 720x576, 512 kb/s, SAR 12:11 DAR 15:11, 25 tbr, 1k tbn, 1k tbc
2015-09-16 13:56:38,726,L347|fferr_0     Stream #0:1(chi): Audio: wmav2 (a[1][0][0] / 0x0161), 48000 Hz, stereo, fltp, 128 kb/s
2015-09-16 13:56:38,729,L347|fferr_0 [swscaler @ 0x1cbd4e0] deprecated pixel format used, make sure you did set range correctly
2015-09-16 13:56:38,729,L347|fferr_0 [wmv3 @ 0x1cd4e20] Extra data: 8 bits left, value: 0                    
2015-09-16 13:56:38,729,L347|fferr_0 Output #0, image2, to '/data/www/zhangyecms/public/outfiles//2015-09-16/upload_278bdc8581cbc2c104454b4dde6dd723.jpg':
2015-09-16 13:56:38,729,L347|fferr_0   Metadata:                                                             
2015-09-16 13:56:38,729,L347|fferr_0     WMFSDKVersion   : 11.0.5721.5275                                    
2015-09-16 13:56:38,729,L347|fferr_0     WMFSDKNeeded    : 0.0.0.0000                                        
2015-09-16 13:56:38,730,L347|fferr_0     IsVBR           : 0                                                 
2015-09-16 13:56:38,730,L347|fferr_0     DeviceConformanceTemplate: L2                                       
2015-09-16 13:56:38,730,L347|fferr_0     encoder         : Lavf55.33.100                                     
2015-09-16 13:56:38,730,L347|fferr_0     Stream #0:0(chi): Video: mjpeg, yuvj420p, 720x576 [SAR 12:11 DAR 15:11], q=2-31, 200 kb/s, 90k tbn, 25 tbc
2015-09-16 13:56:38,730,L347|fferr_0 Stream mapping:                                                         
2015-09-16 13:56:38,730,L347|fferr_0   Stream #0:0 -> #0:0 (wmv3 -> mjpeg)                                   
2015-09-16 13:56:38,731,L347|fferr_0 Press [q] to stop, [?] for help                                         
2015-09-16 13:56:57,349,L133|queue size:0                                                                    
2015-09-16 13:57:14,046,L347|fferr_0 frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    frame=    0 fps=0.0 q=0.0 size=N/A time=00:00:00.00 bitrate=N/A    [image2 @ 0x1d20480] Could not get frame filename number 2 from pattern '/data/www/zhangyecms/public/outfiles//2015-09-16/upload_278bdc8581cbc2c104454b4dde6dd723.jpg' (either set updatefirst or use a pattern like %03d within the filename pattern)
2015-09-16 13:57:14,046,L347|fferr_0 av_interleaved_write_frame(): Invalid argument                          
2015-09-16 13:57:14,047,L347|fferr_0 frame=    2 fps=0.1 q=4.3 Lsize=N/A time=00:00:00.08 bitrate=N/A        
2015-09-16 13:57:14,047,L347|fferr_0 video:70kB audio:0kB subtitle:0 data:0 global headers:0kB muxing overhead -100.030487%
2015-09-16 13:57:14,052,L353|task_0 ======== ffmpeg progress exited (ret:1)(/data/www/zhangyecms/public/upload/2015-09-16/upload_278bdc8581cbc2c104454b4dde6dd723.wmv) ========
2015-09-16 13:57:14,182,L377|post file: /data/www/zhangyecms/public/outfiles//2015-09-16/upload_278bdc8581cbc2c104454b4dde6dd723_352_500k.m3u8
2015-09-16 13:57:14,182,L378|post file: /data/www/zhangyecms/public/outfiles//2015-09-16/upload_278bdc8581cbc2c104454b4dde6dd723.jpg
2015-09-16 13:57:14,191,L133|{"code":0,"message":"操作成功"}                                             
2015-09-16 13:57:27,379,L133|queue size:0                                                                    
2015-09-16 13:57:27,380,L133|======== idle ========                                                          
2015-09-16 13:57:57,381,L133|queue size:0                                                                    
2015-09-16 13:57:57,381,L133|======== idle ========                                                          
2015-09-16 13:58:27,412,L133|queue size:0                                                                    
2015-09-16 13:58:27,412,L133|======== idle ========                                                          
2015-09-16 13:58:57,439,L133|queue size:0                                                                    
2015-09-16 13:58:57,439,L133|======== idle ========                                                          
2015-09-16 13:59:27,476,L133|queue size:0                                                                    
2015-09-16 13:59:27,476,L133|======== idle ========                                                          
2015-09-16 13:59:57,486,L133|queue size:0                                                                    
2015-09-16 13:59:57,486,L133|======== idle ========                                                          
2015-09-16 14:00:27,508,L133|queue size:0                                                                    
2015-09-16 14:00:27,508,L133|======== idle ========                                                          
2015-09-16 14:00:57,523,L133|queue size:0                                                                    
2015-09-16 14:00:57,523,L133|======== idle ========                                                          
2015-09-16 14:01:27,552,L133|queue size:0                                                                    
2015-09-16 14:01:27,552,L133|======== idle ========                                                          
2015-09-16 14:01:57,588,L133|queue size:0                                                                    
2015-09-16 14:01:57,589,L133|======== idle ========                                                          
2015-09-16 14:02:27,613,L133|queue size:0                                                                    
2015-09-16 14:02:27,614,L133|======== idle ========                                                          
2015-09-16 14:02:57,615,L133|queue size:0                                                                    
2015-09-16 14:02:57,615,L133|======== idle ========                                                          
2015-09-16 14:03:27,645,L133|queue size:0                                                                    
2015-09-16 14:03:27,645,L133|======== idle ========                                                          
2015-09-16 14:03:57,663,L133|queue size:0                                                                    
2015-09-16 14:03:57,663,L133|======== idle ========                                                          
2015-09-16 14:04:27,680,L133|queue size:0                                                                    
2015-09-16 14:04:27,680,L133|======== idle ========                                                          
2015-09-16 14:04:57,710,L133|queue size:0                                                                    
2015-09-16 14:04:57,710,L133|======== idle ========                                                          
2015-09-16 14:05:27,740,L133|queue size:0                                                                    
2015-09-16 14:05:27,741,L133|======== idle ========                                                          
2015-09-16 14:05:57,756,L133|queue size:0                                                                    
2015-09-16 14:05:57,756,L133|======== idle ========                                                          
2015-09-16 14:06:27,764,L133|queue size:0                                                                    
2015-09-16 14:06:27,764,L133|======== idle ========                                                          
2015-09-16 14:06:57,805,L133|queue size:0                                                                    
2015-09-16 14:06:57,805,L133|======== idle ========                                                          
2015-09-16 14:07:27,839,L133|queue size:0                                                                    
2015-09-16 14:07:27,840,L133|======== idle ========                                                          
2015-09-16 14:07:57,874,L133|queue size:0                                                                    
2015-09-16 14:07:57,875,L133|======== idle ========                                                          
2015-09-16 14:08:27,905,L133|queue size:0                                                                    
2015-09-16 14:08:27,905,L133|======== idle ========                                                          
2015-09-16 14:08:57,940,L133|queue size:0                                                                    
2015-09-16 14:08:57,941,L133|======== idle ========                                                          
2015-09-16 14:09:27,977,L133|queue size:0                                                                    
2015-09-16 14:09:27,978,L133|======== idle ========                                                          
2015-09-16 14:09:58,004,L133|queue size:0                                                                    
2015-09-16 14:09:58,005,L133|======== idle ========                                                          
2015-09-16 14:10:28,021,L133|queue size:0                                                                    
2015-09-16 14:10:28,022,L133|======== idle ========                                                          
2015-09-16 14:10:58,033,L133|queue size:0                                                                    
2015-09-16 14:10:58,033,L133|======== idle ========                                                          
2015-09-16 14:11:28,040,L133|queue size:0                                                                    
2015-09-16 14:11:28,040,L133|======== idle ========                                                          
2015-09-16 14:11:58,075,L133|queue size:0                                                                    
2015-09-16 14:11:58,076,L133|======== idle ========                                                          
2015-09-16 14:12:28,088,L133|queue size:0                                                                    
